record_id,api_name,smiles,molecular_weight,logP,pKa,aqueous_solubility_log,bcs_class,decomposition_onset_c,tg_predicted_celsius,hygroscopicity_class,polymorphism_risk_tier,particle_size_d50_um,bulk_density_g_ml,tapped_density_g_ml,true_density_g_cm3,flow_properties_carr_index,dose_mg,asd_suitability_score,excipient_name,functional_role,compatibility_tier,composite_compatibility,disc_match_score,fir_match_score,api_fir_spectrum,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
AB-2597,Mefenamic acid,O=C(O)c1ccccc1Nc1cccc(C)c1C,241.2,5.19,[4.2],-4.8,II,227.5,,low,medium,47.3,0.43,0.6,1.24,26.3,500,98.0,HPMC-AS LF,polymer_carrier,2,0.81,0.8,0.79,"{""wavenumbers"": [758, 909, 1056, 1260, 1449, 1607, 1712, 2936, 3299], ""absorbance"": [0.228, 0.095, 0.94, 0.309, 0.29, 0.124, 0.058, 0.824, 0.907], ""mw_ref"": 241.2}",0.9,0.23,0.77,"{""min"": 20, ""max"": 61, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC E15"", ""compatibility_score"": 0.755}, {""excipient"": ""HPMC-AS HF"", ""compatibility_score"": 0.774}]","[{""excipient"": ""Soluplus"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 3.466}, {""excipient"": ""HPMC-AS MF"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.456}]","[0.0168, 0.0027, -0.0089, -0.0054, 0.0162, -0.0034, -0.0023, -0.0009]",coprecipitation,0.74,"[{""parameter"": ""antisolvent_ratio"", ""value"": 10.28}, {""parameter"": ""precipitation_temp_c"", ""value"": 11.75}, {""parameter"": ""drying_time_h"", ""value"": 20.29}, {""parameter"": ""polymer_drug_ratio"", ""value"": 1.82}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.623}, {""technique"": ""nanosuspension"", ""confidence"": 0.481}]",0.84,pH_incompatibility_solubility_precipitation,amorphous_solid_dispersion
AB-2598,Ketoprofen,CC(C(=O)O)c1ccc(cc1)C(=O)c1ccccc1,254.11,3.16,[4.5],-2.43,II,99.5,,low,low,40.0,0.37,0.54,1.2,27.2,100,88.7,Gelucire 44/14,surfactant,2,0.79,0.78,0.72,"{""wavenumbers"": [763, 893, 1058, 1236, 1451, 1625, 1705, 2947, 3291], ""absorbance"": [0.418, 0.955, 0.475, 0.758, 0.774, 0.951, 0.891, 0.723, 0.791], ""mw_ref"": 254.11}",0.84,0.11,0.75,"{""min"": 1, ""max"": 15, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Cremophor EL"", ""compatibility_score"": 0.67}, {""excipient"": ""SDS"", ""compatibility_score"": 0.665}]","[{""excipient"": ""SDS"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 2.997}, {""excipient"": ""Poloxamer 407"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.668}]","[0.0105, 0.0189, 0.0153, 0.0032, 0.0009, 0.0247, 0.0032, 0.0059]",nanosuspension,0.704,"[{""parameter"": ""milling_speed_rpm"", ""value"": 1781.43}, {""parameter"": ""milling_time_h"", ""value"": 11.98}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.46}, {""parameter"": ""particle_size_target_nm"", ""value"": 202.41}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.793}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.64}]",0.36,,nanosizing
AB-2599,Mefenamic acid,O=C(O)c1ccccc1Nc1cccc(C)c1C,241.14,5.11,[4.2],-4.84,II,224.7,,low,medium,47.2,0.43,0.6,1.26,28.7,500,98.0,PEG 6000,plasticizer,2,0.7,0.63,0.6,"{""wavenumbers"": [755, 912, 1055, 1258, 1445, 1623, 1705, 2945, 3300], ""absorbance"": [0.318, 0.324, 0.876, 0.572, 0.399, 0.765, 0.632, 0.897, 0.703], ""mw_ref"": 241.14}",0.9,0.15,0.7,"{""min"": 5, ""max"": 20, ""unit"": ""% w/w""}",False,"[{""excipient"": ""TEC"", ""compatibility_score"": 0.754}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.742}]","[{""excipient"": ""TBC"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 3.423}, {""excipient"": ""PEG 4000"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.354}]","[0.0115, 0.0081, 0.0341, 0.1061, 0.0383, 0.0111, -0.017, 0.0183]",hot_melt_coating,0.651,"[{""parameter"": ""coating_temp_c"", ""value"": 81.56}, {""parameter"": ""spray_rate_g_min"", ""value"": 14.25}, {""parameter"": ""pan_speed_rpm"", ""value"": 13.65}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 3.38}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.754}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.74}]",0.27,hygroscopicity_induced_phase_separation,solid_solution
AB-2600,Carbamazepine,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,236.33,2.5,[],-2.36,II,241.2,,low,high,44.6,0.4,0.59,1.32,26.4,200,82.2,PEG 6000,plasticizer,2,0.71,0.71,0.67,"{""wavenumbers"": [760, 913, 1044, 1261, 1460, 1606, 1712, 2938, 3312], ""absorbance"": [0.972, 0.855, 0.132, 0.986, 0.26, 0.656, 0.438, 0.697, 0.964], ""mw_ref"": 236.33}",0.82,0.41,0.71,"{""min"": 5, ""max"": 25, ""unit"": ""% w/w""}",False,"[{""excipient"": ""TBC"", ""compatibility_score"": 0.691}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.688}]","[{""excipient"": ""TBC"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.144}, {""excipient"": ""TEC"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 3.137}]","[0.027, 0.0325, 0.0638, -0.0206, 0.0359, 0.0623, 0.0157, 0.0262]",hot_melt_coating,0.68,"[{""parameter"": ""coating_temp_c"", ""value"": 56.57}, {""parameter"": ""spray_rate_g_min"", ""value"": 18.8}, {""parameter"": ""pan_speed_rpm"", ""value"": 18.24}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 8.18}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.631}, {""technique"": ""nanosuspension"", ""confidence"": 0.618}]",0.62,high_residual_solvent_risk,solid_solution
AB-2601,Carbamazepine,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,236.0,2.48,[],-2.48,II,241.4,,low,high,38.8,0.44,0.55,1.3,28.5,200,79.9,Gelucire 44/14,lipid_base,2,0.81,0.85,0.78,"{""wavenumbers"": [748, 887, 1063, 1262, 1452, 1616, 1731, 2946, 3290], ""absorbance"": [0.337, 0.123, 0.525, 0.905, 0.825, 0.709, 0.234, 0.783, 0.185], ""mw_ref"": 236.0}",0.88,0.44,0.8,"{""min"": 20, ""max"": 35, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Labrasol"", ""compatibility_score"": 0.757}, {""excipient"": ""Capmul MCM"", ""compatibility_score"": 0.785}]","[{""excipient"": ""Labrasol"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.627}, {""excipient"": ""Capmul MCM"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 2.662}]","[0.0002, 0.0098, -0.0219, -0.0167, 0.0068, 0.0084, -0.001, 0.0056]",lipid_based_formulation,0.772,"[{""parameter"": ""lipid_content_pct"", ""value"": 33.45}, {""parameter"": ""hlb_value"", ""value"": 8.37}, {""parameter"": ""drug_loading_pct"", ""value"": 24.09}, {""parameter"": ""surfactant_ratio"", ""value"": 0.34}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.677}, {""technique"": ""spray_drying"", ""confidence"": 0.651}]",0.7,,lipid_based_drug_delivery
AB-2602,Clotrimazole,C(c1ccccc1)(c1ccccc1)(c1ccccc1)n1ccnc1,344.88,6.3,[],-5.61,II,144.8,,low,low,41.0,0.34,0.47,1.23,27.9,100,98.0,Gelucire 44/14,surfactant,2,0.8,0.76,0.73,"{""wavenumbers"": [760, 907, 1060, 1260, 1457, 1627, 1717, 2958, 3313], ""absorbance"": [0.546, 0.943, 0.932, 0.666, 0.137, 0.53, 0.273, 0.364, 0.591], ""mw_ref"": 344.88}",0.91,0.05,0.8,"{""min"": 1, ""max"": 12, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Cremophor EL"", ""compatibility_score"": 0.72}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.743}]","[{""excipient"": ""Tween 80"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.865}, {""excipient"": ""Poloxamer 188"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 3.305}]","[0.0003, 0.0705, 0.0033, 0.007, 0.0459, -0.0276, 0.0457, 0.0096]",nanosuspension,0.757,"[{""parameter"": ""milling_speed_rpm"", ""value"": 2604.6}, {""parameter"": ""milling_time_h"", ""value"": 7.17}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.78}, {""parameter"": ""particle_size_target_nm"", ""value"": 480.64}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.735}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.618}]",0.45,,nanosizing
AB-2603,Amoxicillin,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,365.34,0.91,"[2.7, 7.4, 9.6]",-0.98,III,198.3,,high,low,74.2,0.52,0.68,1.48,23.9,500,43.1,Lactose monohydrate,filler_binder,2,0.72,0.75,0.71,"{""wavenumbers"": [750, 904, 1062, 1246, 1436, 1620, 1731, 2963, 3294], ""absorbance"": [0.504, 0.38, 0.313, 0.474, 0.4, 0.912, 0.236, 0.176, 0.074], ""mw_ref"": 365.34}",0.55,0.07,0.71,"{""min"": 30, ""max"": 48, ""unit"": ""% w/w""}",False,"[{""excipient"": ""DCPA"", ""compatibility_score"": 0.701}, {""excipient"": ""Mannitol"", ""compatibility_score"": 0.81}]","[{""excipient"": ""HPC LF"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 2.197}, {""excipient"": ""Starch 1500"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.722}]","[-0.0254, 0.0392, 0.013, -0.0131, 0.0634, 0.0252, -0.0024, 0.0066]",direct_compression,0.688,"[{""parameter"": ""compression_force_kn"", ""value"": 27.65}, {""parameter"": ""tablet_hardness_n"", ""value"": 50.93}, {""parameter"": ""disintegration_target_min"", ""value"": 19.46}, {""parameter"": ""punch_speed_rpm"", ""value"": 25.87}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.46}]",0.5,pH_incompatibility_solubility_precipitation,crystalline_suspension
AB-2604,Lopinavir,CC(C)c1nc(CC(CC(Cc2ccccc2)NC(=O)c2ccc3ccccc3n2)O)cs1,628.39,5.95,[],-5.7,II,122.2,,low,medium,58.7,0.27,0.43,1.16,26.5,200,98.0,Kollidon VA 64,polymer_carrier,2,0.8,0.8,0.73,"{""wavenumbers"": [762, 906, 1043, 1264, 1456, 1631, 1718, 2963, 3291], ""absorbance"": [0.371, 0.243, 0.501, 0.697, 0.19, 0.744, 0.13, 0.724, 0.893], ""mw_ref"": 628.39}",0.89,0.2,0.78,"{""min"": 20, ""max"": 40, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC-AS LF"", ""compatibility_score"": 0.872}, {""excipient"": ""Soluplus"", ""compatibility_score"": 0.846}]","[{""excipient"": ""HPMC-AS MF"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.991}, {""excipient"": ""Soluplus"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 3.232}]","[0.0281, 0.0042, 0.0164, 0.0307, 0.0231, 0.0141, -0.0572, 0.0104]",spray_drying,0.753,"[{""parameter"": ""inlet_temp_c"", ""value"": 125.15}, {""parameter"": ""outlet_temp_c"", ""value"": 52.49}, {""parameter"": ""feed_conc_pct"", ""value"": 11.61}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.63}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.558}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.753}]",0.15,,amorphous_solid_dispersion
AB-2605,Ranitidine,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,314.77,0.38,"[8.2, 2.7]",-0.41,III,69.6,,high,low,69.2,0.49,0.66,1.43,23.8,150,47.9,HPC LF,filler_binder,2,0.7,0.74,0.68,"{""wavenumbers"": [763, 890, 1045, 1242, 1455, 1626, 1731, 2946, 3292], ""absorbance"": [0.529, 0.823, 0.702, 0.336, 0.594, 0.151, 0.336, 0.574, 0.942], ""mw_ref"": 314.77}",0.52,0.04,0.71,"{""min"": 30, ""max"": 63, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Mannitol"", ""compatibility_score"": 0.825}, {""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.699}]","[{""excipient"": ""DCPA"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.732}, {""excipient"": ""Mannitol"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 3.309}]","[0.0128, 0.0468, 0.0542, 0.0039, 0.0389, 0.0342, -0.0067, 0.0548]",direct_compression,0.687,"[{""parameter"": ""compression_force_kn"", ""value"": 23.28}, {""parameter"": ""tablet_hardness_n"", ""value"": 145.05}, {""parameter"": ""disintegration_target_min"", ""value"": 16.37}, {""parameter"": ""punch_speed_rpm"", ""value"": 71.33}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.738}]",0.58,high_residual_solvent_risk,crystalline_suspension
AB-2606,Simvastatin,CCC(C)(C)C(=O)OC1CC(O)CC(=O)O1,418.59,4.8,[],-4.15,II,150.9,,low,low,46.5,0.38,0.52,1.2,26.6,40,98.0,Soluplus,polymer_carrier,1,0.86,0.85,0.86,"{""wavenumbers"": [758, 890, 1061, 1259, 1436, 1605, 1716, 2951, 3311], ""absorbance"": [0.643, 0.318, 0.747, 0.272, 0.722, 0.153, 0.895, 0.486, 0.285], ""mw_ref"": 418.59}",0.86,0.09,0.81,"{""min"": 20, ""max"": 50, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC E5"", ""compatibility_score"": 0.665}, {""excipient"": ""PVP K17"", ""compatibility_score"": 0.754}]","[{""excipient"": ""PVP K17"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 3.246}, {""excipient"": ""Kollidon VA 64"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.705}]","[-0.0092, 0.0038, -0.0007, 0.0065, 0.0499, 0.0447, 0.008, -0.019]",hot_melt_extrusion,0.782,"[{""parameter"": ""barrel_temp_c"", ""value"": 125.92}, {""parameter"": ""screw_speed_rpm"", ""value"": 140.53}, {""parameter"": ""feed_rate_g_min"", ""value"": 13.64}, {""parameter"": ""residence_time_min"", ""value"": 7.32}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.519}, {""technique"": ""coprecipitation"", ""confidence"": 0.682}]",0.15,,amorphous_solid_dispersion
AB-2607,Warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,309.16,2.54,[4.8],-2.9,II,158.1,,low,medium,43.2,0.41,0.54,1.28,25.3,5,87.5,Captex 355,lipid_base,2,0.78,0.78,0.71,"{""wavenumbers"": [745, 889, 1062, 1253, 1459, 1611, 1710, 2962, 3303], ""absorbance"": [0.466, 0.815, 0.425, 0.806, 0.469, 0.972, 0.074, 0.799, 0.243], ""mw_ref"": 309.16}",0.88,0.2,0.75,"{""min"": 20, ""max"": 66, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Capmul MCM"", ""compatibility_score"": 0.729}, {""excipient"": ""Labrasol"", ""compatibility_score"": 0.802}]","[{""excipient"": ""Labrasol"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 3.201}, {""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 2.011}]","[0.0061, 0.0022, 0.0075, -0.0294, 0.0216, 0.0049, -0.0232, 0.017]",lipid_based_formulation,0.736,"[{""parameter"": ""lipid_content_pct"", ""value"": 44.45}, {""parameter"": ""hlb_value"", ""value"": 14.04}, {""parameter"": ""drug_loading_pct"", ""value"": 28.58}, {""parameter"": ""surfactant_ratio"", ""value"": 0.27}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.505}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.717}]",0.43,moisture_uptake_amorphous_collapse,lipid_based_drug_delivery
AB-2608,Fluconazole,OC(Cn1ccnc1)(Cn1ccnc1)c1ccc(F)cc1F,306.29,0.16,[],-1.07,I,139.0,,low,low,52.7,0.46,0.64,1.35,23.5,100,49.9,Mannitol,filler_binder,2,0.8,0.77,0.75,"{""wavenumbers"": [736, 898, 1036, 1251, 1439, 1616, 1718, 2962, 3308], ""absorbance"": [0.6, 0.204, 0.819, 0.647, 0.508, 0.564, 0.993, 0.439, 0.26], ""mw_ref"": 306.29}",0.87,0.09,0.81,"{""min"": 30, ""max"": 66, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Starch 1500"", ""compatibility_score"": 0.741}, {""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.801}]","[{""excipient"": ""MCC PH101"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 2.718}, {""excipient"": ""Starch 1500"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 3.175}]","[-0.1073, -0.018, 0.0129, 0.0265, -0.0077, 0.0018, 0.033, 0.0151]",wet_granulation,0.772,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 15.93}, {""parameter"": ""impeller_speed_rpm"", ""value"": 203.26}, {""parameter"": ""granulation_time_min"", ""value"": 13.79}, {""parameter"": ""drying_temp_c"", ""value"": 63.63}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.669}, {""technique"": ""direct_compression"", ""confidence"": 0.649}]",0.31,,crystalline_suspension
AB-2609,Fluconazole,OC(Cn1ccnc1)(Cn1ccnc1)c1ccc(F)cc1F,305.44,0.22,[],-1.32,I,139.6,,low,low,55.4,0.46,0.63,1.36,24.0,100,52.0,MCC PH101,filler_binder,2,0.79,0.77,0.71,"{""wavenumbers"": [753, 890, 1039, 1241, 1448, 1606, 1734, 2938, 3311], ""absorbance"": [0.915, 0.661, 0.929, 0.579, 0.873, 0.433, 0.913, 0.251, 0.231], ""mw_ref"": 305.44}",0.92,0.13,0.77,"{""min"": 30, ""max"": 51, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Starch 1500"", ""compatibility_score"": 0.754}, {""excipient"": ""Mannitol"", ""compatibility_score"": 0.844}]","[{""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.657}, {""excipient"": ""HPC LF"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 2.725}]","[0.0178, 0.0098, 0.0063, -0.0127, 0.0037, 0.0069, 0.0063, 0.0287]",wet_granulation,0.755,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 18.23}, {""parameter"": ""impeller_speed_rpm"", ""value"": 245.33}, {""parameter"": ""granulation_time_min"", ""value"": 19.1}, {""parameter"": ""drying_temp_c"", ""value"": 51.71}]","[{""technique"": ""direct_compression"", ""confidence"": 0.658}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.595}]",0.41,,crystalline_suspension
AB-2610,Atorvastatin,CC(C)c1n(CC(O)CC(O)CC(=O)O)c2ccc(F)cc2c1C(=O)Nc1ccccc1,558.84,6.42,[4.3],-5.09,II,153.8,,low,medium,50.6,0.43,0.56,1.3,26.6,40,98.0,Kollidon VA 64,polymer_carrier,1,0.85,0.86,0.82,"{""wavenumbers"": [761, 899, 1045, 1258, 1446, 1617, 1714, 2946, 3301], ""absorbance"": [0.404, 0.766, 0.802, 0.329, 0.139, 0.112, 0.208, 0.473, 0.684], ""mw_ref"": 558.84}",0.91,0.2,0.8,"{""min"": 20, ""max"": 33, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC E5"", ""compatibility_score"": 0.709}, {""excipient"": ""Eudragit EPO"", ""compatibility_score"": 0.749}]","[{""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 3.186}, {""excipient"": ""HPMC E15"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.388}]","[0.0034, 0.0328, 0.0032, 0.0071, 0.0021, 0.0006, 0.0006, 0.0019]",coprecipitation,0.769,"[{""parameter"": ""antisolvent_ratio"", ""value"": 12.76}, {""parameter"": ""precipitation_temp_c"", ""value"": 0.29}, {""parameter"": ""drying_time_h"", ""value"": 46.22}, {""parameter"": ""polymer_drug_ratio"", ""value"": 3.84}]","[{""technique"": ""spray_drying"", ""confidence"": 0.784}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.569}]",0.77,,amorphous_solid_dispersion
AB-2611,Hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.57,-0.04,"[7.9, 9.2]",-3.14,IV,273.1,,low,medium,44.1,0.35,0.51,1.25,29.9,25,81.9,Tween 80,surfactant,2,0.71,0.66,0.62,"{""wavenumbers"": [741, 887, 1039, 1236, 1437, 1622, 1726, 2946, 3287], ""absorbance"": [0.211, 0.22, 0.402, 0.589, 0.805, 0.703, 0.69, 0.457, 0.808], ""mw_ref"": 297.57}",0.88,0.19,0.7,"{""min"": 1, ""max"": 15, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.715}, {""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.709}]","[{""excipient"": ""Poloxamer 188"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.134}, {""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 2.956}]","[0.0152, 0.0168, 0.0101, 0.0237, 0.0055, 0.0035, 0.0218, 0.0045]",nanosuspension,0.687,"[{""parameter"": ""milling_speed_rpm"", ""value"": 595.16}, {""parameter"": ""milling_time_h"", ""value"": 10.61}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.17}, {""parameter"": ""particle_size_target_nm"", ""value"": 177.96}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.817}, {""technique"": ""coprecipitation"", ""confidence"": 0.482}]",0.55,moisture_uptake_amorphous_collapse,nanosizing
AB-2612,Theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,180.12,0.01,"[8.8, 0.5]",-0.89,I,271.8,,low,medium,56.1,0.47,0.61,1.38,27.1,200,47.9,TEC,plasticizer,2,0.75,0.7,0.67,"{""wavenumbers"": [740, 885, 1062, 1237, 1435, 1617, 1714, 2954, 3302], ""absorbance"": [0.865, 0.998, 0.916, 0.727, 0.213, 0.393, 0.71, 0.827, 0.509], ""mw_ref"": 180.12}",0.95,0.2,0.76,"{""min"": 5, ""max"": 24, ""unit"": ""% w/w""}",False,"[{""excipient"": ""TBC"", ""compatibility_score"": 0.684}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.717}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.42}, {""excipient"": ""PEG 6000"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 3.214}]","[0.0037, 0.0347, 0.0124, -0.0063, 0.003, 0.0171, 0.0068, 0.016]",hot_melt_coating,0.712,"[{""parameter"": ""coating_temp_c"", ""value"": 80.12}, {""parameter"": ""spray_rate_g_min"", ""value"": 11.57}, {""parameter"": ""pan_speed_rpm"", ""value"": 24.88}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 3.33}]","[{""technique"": ""direct_compression"", ""confidence"": 0.695}, {""technique"": ""wet_granulation"", ""confidence"": 0.697}]",0.34,thermodynamic_incompatibility_chi_exceeds_threshold,solid_solution
AB-2613,Clotrimazole,C(c1ccccc1)(c1ccccc1)(c1ccccc1)n1ccnc1,344.98,6.05,[],-5.5,II,144.4,,low,low,42.4,0.37,0.52,1.2,29.9,100,98.0,PVPVA 64,polymer_carrier,2,0.84,0.83,0.81,"{""wavenumbers"": [742, 909, 1057, 1258, 1443, 1608, 1722, 2955, 3287], ""absorbance"": [0.08, 0.522, 0.751, 0.489, 0.866, 0.688, 0.43, 0.583, 0.578], ""mw_ref"": 344.98}",0.89,0.13,0.82,"{""min"": 20, ""max"": 38, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC-AS LF"", ""compatibility_score"": 0.807}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.734}]","[{""excipient"": ""Soluplus"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.396}, {""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.799}]","[0.0201, -0.0315, 0.0538, 0.0731, 0.0503, -0.0188, 0.0021, 0.0252]",spray_drying,0.791,"[{""parameter"": ""inlet_temp_c"", ""value"": 168.11}, {""parameter"": ""outlet_temp_c"", ""value"": 60.85}, {""parameter"": ""feed_conc_pct"", ""value"": 14.1}, {""parameter"": ""atomization_pressure_bar"", ""value"": 2.29}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.467}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.467}]",0.6,,amorphous_solid_dispersion
AB-2614,Ranitidine,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,313.9,0.53,"[8.2, 2.7]",-0.49,III,62.0,,high,low,70.5,0.53,0.65,1.44,24.0,150,51.2,DCPA,filler_binder,3,0.67,0.7,0.65,"{""wavenumbers"": [751, 896, 1046, 1259, 1445, 1621, 1705, 2938, 3309], ""absorbance"": [0.503, 0.132, 0.905, 0.517, 0.216, 0.507, 0.208, 0.177, 0.315], ""mw_ref"": 313.9}",0.51,0.1,0.69,"{""min"": 30, ""max"": 68, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Mannitol"", ""compatibility_score"": 0.808}, {""excipient"": ""MCC PH101"", ""compatibility_score"": 0.78}]","[{""excipient"": ""Mannitol"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 2.951}, {""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 1.023}]","[-0.0032, 0.0194, 0.0173, 0.0153, -0.0, 0.0305, 0.0366, 0.055]",direct_compression,0.65,"[{""parameter"": ""compression_force_kn"", ""value"": 11.67}, {""parameter"": ""tablet_hardness_n"", ""value"": 126.46}, {""parameter"": ""disintegration_target_min"", ""value"": 26.39}, {""parameter"": ""punch_speed_rpm"", ""value"": 65.04}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.58}]",0.32,hygroscopicity_induced_phase_separation,crystalline_suspension
