record_id,api_name,bcs_class,bcs_class_encoded,logP,aqueous_solubility_mg_ml,molecular_weight_da,pka,melting_point_c,dose_mg,dose_number,hsp_dispersive,hsp_polar,hsp_hydrogen,hsp_total,primary_excipient,excipient_role,excipient_Tg_c,excipient_mw_kda,excipient_hydrophilicity,chi_parameter,formulation_technique,compatibility_score,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
EF-1233,Ketoconazole,II,1,4.34,0.005,531.4,6.5,146,200,40.0,18.59,6.04,10.67,22.27,Kollidon VA 64,ASD_polymer,106,45,amphiphilic,0.895,hot_melt_extrusion,0.805,0.83,0.13,0.77,"{""min"": 21, ""max"": 64, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K12"", ""compatibility_score"": 0.66}, {""excipient"": ""Copovidone"", ""compatibility_score"": 0.699}]","[{""excipient"": ""Kollidon 12 PF"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 1.207}, {""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.44}]","[-0.2064, 0.0001, 0.0432, 0.0324, 0.0312, 0.0083]",hot_melt_extrusion,0.771,"[{""parameter"": ""barrel_temp_c"", ""value"": 194.13, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 64.76, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 2.93, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 1.27, ""unit"": ""min""}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.519}, {""technique"": ""direct_compression"", ""confidence"": 0.565}]",0.36,,micellar_solubilization
EF-1234,Repaglinide,II,1,5.08,0.0002,452.6,4.0,131,2,10.0,20.39,5.38,8.89,22.89,Cremophor EL,surfactant,N/A,0.05,hydrophilic,1.271,lipid_based_formulation,0.493,0.79,0.14,0.51,"{""min"": 13, ""max"": 20, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 4000"", ""compatibility_score"": 0.797}, {""excipient"": ""Span 80"", ""compatibility_score"": 0.777}]","[{""excipient"": ""HPMC E5"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.418}, {""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.398}]","[0.0073, -0.0622, 0.0053, 0.041, -0.0054, 0.003]",lipid_based_formulation,0.521,"[{""parameter"": ""lipid_content_pct"", ""value"": 47.68, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 13.54, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 12.83, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.18, ""unit"": ""w/w""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.596}, {""technique"": ""coprecipitation"", ""confidence"": 0.604}]",0.75,thermodynamic_incompatibility_chi_exceeds_threshold,lipid_based_drug_delivery
EF-1235,Paracetamol,I,0,0.46,14.0,151.2,9.4,169,500,0.036,20.84,6.08,10.13,23.96,Starch 1500,disintegrant,N/A,N/A,hydrophilic,0.328,wet_granulation,0.818,0.88,0.1,0.82,"{""min"": 5, ""max"": 15, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPC LF"", ""compatibility_score"": 0.648}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.557}]","[{""excipient"": ""HPMC K4M"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.01}, {""excipient"": ""PVP K17"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.01}]","[-0.0096, 0.0133, 0.014, 0.0221, 0.0049, 0.033]",wet_granulation,0.782,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 15.8, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 242.43, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 9.93, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 68.86, ""unit"": ""\u00b0C""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.483}, {""technique"": ""direct_compression"", ""confidence"": 0.487}]",0.54,,amorphous_solid_dispersion
EF-1236,Fenofibrate,II,1,5.24,0.0003,360.8,2.6,79,145,483.3,16.63,9.91,4.19,19.81,Gelucire 44/14,lipid_base,44,1.5,amphiphilic,0.994,hot_melt_coating,0.858,0.84,0.08,0.77,"{""min"": 14, ""max"": 33, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.602}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.808}]","[{""excipient"": ""SDS"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.565}, {""excipient"": ""Cremophor EL"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.627}]","[0.0035, 0.0087, 0.0517, 0.0027, 0.0252, -0.002]",hot_melt_coating,0.775,"[{""parameter"": ""coating_temp_c"", ""value"": 62.39, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 17.27, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 23.3, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 4.91, ""unit"": ""%""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.656}, {""technique"": ""wet_granulation"", ""confidence"": 0.626}]",0.63,acid_base_interaction_proton_transfer,complexation_cyclodextrin
EF-1237,Ezetimibe,II,1,4.27,0.003,409.4,6.6,163,10,3.33,18.68,12.92,17.95,28.95,HPMC AS-MF,ASD_polymer,119,18,amphiphilic,0.873,hot_melt_extrusion,0.919,0.84,0.11,0.87,"{""min"": 45, ""max"": 57, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Soluplus"", ""compatibility_score"": 0.771}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.636}]","[{""excipient"": ""MCC PH101"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.121}, {""excipient"": ""CAT"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.529}]","[-0.0133, 0.075, 0.1392, 0.0398, 0.0117, 0.0181]",hot_melt_extrusion,0.872,"[{""parameter"": ""barrel_temp_c"", ""value"": 134.68, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 135.29, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 7.12, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 7.62, ""unit"": ""min""}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.546}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.67}]",0.35,,micellar_solubilization
EF-1238,Carbamazepine,II,1,2.45,0.112,236.3,5.3,190,200,1.79,15.54,3.26,16.03,22.56,PEG 6000,plasticizer,-65,6,hydrophilic,0.508,hot_melt_coating,0.385,0.77,0.32,0.44,"{""min"": 8, ""max"": 43, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.626}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.702}]","[{""excipient"": ""MCC PH101"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.01}, {""excipient"": ""HPMC E15"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.364}]","[0.0005, -0.0213, -0.0069, 0.001, -0.0171, 0.005]",hot_melt_coating,0.431,"[{""parameter"": ""coating_temp_c"", ""value"": 78.36, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 7.05, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 23.41, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 8.57, ""unit"": ""%""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.479}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.68}]",0.65,moisture_uptake_amorphous_collapse,complexation_cyclodextrin
EF-1239,Ketoconazole,II,1,4.34,0.005,531.4,6.5,146,200,40.0,19.25,4.13,5.11,20.34,HPC LF,binder,N/A,95,hydrophilic,1.127,nanosuspension,0.496,0.82,0.14,0.47,"{""min"": 10, ""max"": 21, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Poloxamer 407"", ""compatibility_score"": 0.601}, {""excipient"": ""SDS"", ""compatibility_score"": 0.751}]","[{""excipient"": ""HPMC E5"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.385}, {""excipient"": ""TEC"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.165}]","[0.0436, 0.119, 0.0445, 0.0422, 0.012, 0.01]",nanosuspension,0.488,"[{""parameter"": ""particle_size_nm"", ""value"": 424.6, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.21, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -22.09, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.8, ""unit"": ""%""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.558}, {""technique"": ""coprecipitation"", ""confidence"": 0.468}]",0.15,high_residual_solvent_risk,lipid_based_drug_delivery
EF-1240,Ezetimibe,II,1,4.27,0.003,409.4,8.7,163,10,3.33,21.93,6.05,6.27,23.6,HPMC AS-HF,ASD_polymer,119,18,amphiphilic,0.974,spray_drying,0.869,0.82,0.14,0.87,"{""min"": 33, ""max"": 50, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.789}, {""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.799}]","[{""excipient"": ""PVP K90"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 1.303}, {""excipient"": ""TBC"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.284}]","[0.0283, 0.0215, 0.1676, 0.0303, 0.0345, 0.0223]",spray_drying,0.873,"[{""parameter"": ""inlet_temp_c"", ""value"": 131.61, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 67.12, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 5.02, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 1.42, ""unit"": ""bar""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.455}, {""technique"": ""wet_granulation"", ""confidence"": 0.679}]",0.16,melting_point_depression_below_processing_window,amorphous_solid_dispersion
EF-1241,Indomethacin,II,1,4.27,0.937,357.8,4.5,162,25,0.027,15.47,4.62,8.13,18.08,HPMC AS-LF,ASD_polymer,119,18,amphiphilic,1.01,spray_drying,0.806,0.91,0.37,0.79,"{""min"": 31, ""max"": 51, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Soluplus"", ""compatibility_score"": 0.845}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.581}]","[{""excipient"": ""Croscarmellose Na"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.449}, {""excipient"": ""SSG"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.424}]","[0.0446, 0.012, 0.0013, -0.0123, 0.0268, 0.0143]",spray_drying,0.799,"[{""parameter"": ""inlet_temp_c"", ""value"": 153.31, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 52.7, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 2.23, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 4.65, ""unit"": ""bar""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.629}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.71}]",0.5,thermodynamic_incompatibility_chi_exceeds_threshold,micellar_solubilization
EF-1242,Atorvastatin,II,1,6.36,0.009,558.6,4.3,159,40,4.44,15.42,6.49,8.04,18.56,HPMC AS-LF,ASD_polymer,119,18,amphiphilic,1.609,hot_melt_extrusion,0.782,0.83,0.15,0.73,"{""min"": 39, ""max"": 52, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.611}, {""excipient"": ""Kollidon VA 64"", ""compatibility_score"": 0.561}]","[{""excipient"": ""Colloidal SiO2"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.945}, {""excipient"": ""Span 80"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 2.176}]","[-0.0278, -0.0983, -0.0321, -0.0529, 0.0125, -0.0255]",hot_melt_extrusion,0.736,"[{""parameter"": ""barrel_temp_c"", ""value"": 146.5, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 86.34, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 9.01, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 7.35, ""unit"": ""min""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.731}, {""technique"": ""wet_granulation"", ""confidence"": 0.694}]",0.31,,nanosizing
EF-1243,Caffeine,I,0,-0.07,21.6,194.2,0.6,234,200,0.009,15.49,4.31,13.78,21.18,Poloxamer 188,solubilizer,-20,8.4,hydrophilic,0.491,hot_melt_coating,0.697,0.77,0.07,0.65,"{""min"": 7, ""max"": 51, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 4000"", ""compatibility_score"": 0.588}, {""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.602}]","[{""excipient"": ""Crospovidone"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.692}, {""excipient"": ""Eudragit S100"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.07}]","[0.0373, -0.0941, 0.0216, 0.0106, 0.0266, 0.0018]",hot_melt_coating,0.626,"[{""parameter"": ""coating_temp_c"", ""value"": 59.96, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 9.28, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 18.97, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 10.63, ""unit"": ""%""}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.478}, {""technique"": ""direct_compression"", ""confidence"": 0.79}]",0.43,hygroscopicity_induced_phase_separation,amorphous_solid_dispersion
EF-1244,Furosemide,IV,3,2.03,0.006,330.7,3.9,208,40,6.67,15.14,6.58,17.52,24.07,SDS,surfactant,N/A,0.288,hydrophilic,0.3,nanosuspension,0.573,0.83,0.12,0.57,"{""min"": 9, ""max"": 50, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Tween 80"", ""compatibility_score"": 0.711}, {""excipient"": ""Poloxamer 407"", ""compatibility_score"": 0.716}]","[{""excipient"": ""PVPVA 64"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.01}, {""excipient"": ""Kollidon VA 64"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.01}]","[-0.0167, 0.1132, 0.0708, 0.0931, 0.0202, 0.022]",nanosuspension,0.548,"[{""parameter"": ""particle_size_nm"", ""value"": 287.7, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.09, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -35.26, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 0.12, ""unit"": ""%""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.704}, {""technique"": ""coprecipitation"", ""confidence"": 0.622}]",0.8,high_residual_solvent_risk,complexation_cyclodextrin
EF-1245,Paracetamol,I,0,0.46,14.0,151.2,9.4,169,500,0.036,21.95,3.49,18.85,29.14,DCPA,filler,N/A,N/A,neutral,0.362,direct_compression,0.714,0.82,0.11,0.67,"{""min"": 43, ""max"": 61, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.779}, {""excipient"": ""Colloidal SiO2"", ""compatibility_score"": 0.837}]","[{""excipient"": ""CAT"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.303}, {""excipient"": ""DCPA"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.252}]","[0.046, 0.0503, 0.0556, 0.011, 0.0289, -0.0581]",direct_compression,0.683,"[{""parameter"": ""compression_force_kn"", ""value"": 14.04, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 155.98, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 5.71, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 59.94, ""unit"": ""rpm""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.662}, {""technique"": ""wet_granulation"", ""confidence"": 0.78}]",0.25,,crystalline_suspension
EF-1246,Acyclovir,III,2,-1.56,2.5,225.2,2.3,256,400,0.16,21.82,2.96,18.47,28.74,MCC PH101,filler_binder,N/A,N/A,hydrophilic,0.966,wet_granulation,0.931,0.91,0.06,0.85,"{""min"": 42, ""max"": 78, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Starch 1500"", ""compatibility_score"": 0.799}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.626}]","[{""excipient"": ""Poloxamer 407"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.454}, {""excipient"": ""DCPA"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.106}]","[0.0116, 0.0865, 0.0109, 0.0047, 0.0303, 0.0568]",wet_granulation,0.845,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 23.95, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 219.39, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 9.62, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 69.61, ""unit"": ""\u00b0C""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.451}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.474}]",0.64,polymorphic_conversion_under_stress,complexation_cyclodextrin
EF-1247,Metoprolol,I,0,1.88,16.9,267.4,9.7,50,100,0.006,16.3,3.61,11.27,20.14,Poloxamer 188,solubilizer,-20,8.4,hydrophilic,0.479,hot_melt_coating,0.431,0.8,0.08,0.46,"{""min"": 10, ""max"": 43, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.685}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.794}]","[{""excipient"": ""PVPVA 64"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.392}, {""excipient"": ""Eudragit L100"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.267}]","[0.0002, 0.0101, -0.017, 0.0083, 0.0011, -0.0452]",hot_melt_coating,0.452,"[{""parameter"": ""coating_temp_c"", ""value"": 65.11, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 9.15, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 16.84, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 10.03, ""unit"": ""%""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.685}, {""technique"": ""coprecipitation"", ""confidence"": 0.485}]",0.19,thermodynamic_incompatibility_chi_exceeds_threshold,lipid_based_drug_delivery
EF-1248,Tamoxifen,II,1,7.07,0.0002,371.5,8.9,96,20,100.0,18.64,13.54,7.52,24.23,PVP K30,ASD_polymer,175,50,hydrophilic,2.305,coprecipitation,0.801,0.8,0.09,0.73,"{""min"": 32, ""max"": 69, ""unit"": ""% w/w""}",True,"[{""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.777}, {""excipient"": ""Copovidone"", ""compatibility_score"": 0.731}]","[{""excipient"": ""CAP"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 2.23}, {""excipient"": ""HPMC P50"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 1.201}]","[0.0031, 0.0045, 0.1508, -0.0105, 0.0039, 0.0484]",coprecipitation,0.734,"[{""parameter"": ""antisolvent_ratio"", ""value"": 5.05, ""unit"": ""v/v""}, {""parameter"": ""precipitation_temp_c"", ""value"": 21.76, ""unit"": ""\u00b0C""}, {""parameter"": ""drying_time_h"", ""value"": 26.47, ""unit"": ""h""}, {""parameter"": ""polymer_drug_ratio"", ""value"": 4.34, ""unit"": ""w/w""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.661}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.754}]",0.35,,amorphous_solid_dispersion
EF-1249,Glimepiride,II,1,4.97,0.001,490.6,11.4,207,4,4.0,19.62,2.04,13.85,24.1,HPMC AS-HF,ASD_polymer,119,18,amphiphilic,0.856,spray_drying,0.76,0.89,0.12,0.73,"{""min"": 36, ""max"": 63, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K30"", ""compatibility_score"": 0.74}, {""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.812}]","[{""excipient"": ""Copovidone"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.574}, {""excipient"": ""TEC"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 1.489}]","[0.0977, 0.1011, 0.0577, 0.0265, 0.0348, 0.0097]",spray_drying,0.73,"[{""parameter"": ""inlet_temp_c"", ""value"": 123.51, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 57.8, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 3.86, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.08, ""unit"": ""bar""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.627}, {""technique"": ""coprecipitation"", ""confidence"": 0.495}]",0.71,,solid_solution
EF-1250,Captopril,III,2,0.34,160.0,217.3,3.7,104,25,0.0002,16.69,4.54,15.81,23.43,Lactose monohydrate,filler,N/A,N/A,hydrophilic,0.379,direct_compression,0.745,0.81,0.13,0.76,"{""min"": 51, ""max"": 77, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Colloidal SiO2"", ""compatibility_score"": 0.582}, {""excipient"": ""MCC PH101"", ""compatibility_score"": 0.848}]","[{""excipient"": ""HPMC E15"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.14}, {""excipient"": ""PVP K90"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.01}]","[0.0234, 0.1065, 0.0457, -0.0403, 0.0058, 0.0009]",direct_compression,0.727,"[{""parameter"": ""compression_force_kn"", ""value"": 22.29, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 180.79, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 28.29, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 65.98, ""unit"": ""rpm""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.675}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.582}]",0.65,,solid_solution
